index,Name,Short Name,Gender,Type,Family,Tradition,General Personality,major_id,Major Name,floor_id,Eggie Wing,Wing Name,Room,Schedule,Cause of Death,Eggie Rank,Eggie Grade,DrakeRezCode,Drake Residence,Drake Grades
472,Emberwing Scorchscale,,M,Brass,metallic,arcane,curious & short attention span,4,Economic Dominance and Resource Management,19,5S,Shadow,22,3E,,411,D,19,Whirlwind Rise,
473,Warpstalker Riftclaw,,F,rift,planar,divine,rampagers who break things,3,Ancient Relics and Artifacts:,19,5S,Shadow,23,3E,,118,B-,19,Whirlwind Rise,
474,Lightwing Brightscale,,F,Gold,metallic,divine,wise counselor and leader,1,Prophecy,19,5S,Shadow,24,3E,,37,A-,19,Whirlwind Rise,
475,Scorchscale Emberwing,,M,Brass,metallic,arcane,curious & short attention span,5,Mineral Extraction & Refinement,19,5S,Shadow,25,3E,,48,B+,19,Whirlwind Rise,
476,Lightmane Goldheart,,F,Gold,metallic,divine,wise counselor and leader,10,Eldritch Engineering,20,5W,Whisper,1,4A,,309,C-,20,Aetherwell Terrace,
477,Terragaze Copperclaw,,F,Copper,metallic,arcane,prankster & hedonist,5,Mineral Extraction & Refinement,20,5W,Whisper,2,4A,,139,C+,20,Aetherwell Terrace,
478,Windstorm Electrictalon,,F,Blue,chromatic,arcane,poised cosmopolitan manipulators,4,Economic Dominance and Resource Management,20,5W,Whisper,3,4A,,347,D+,20,Aetherwell Terrace,
479,Stonebreath Terraclaw,,F,Copper,metallic,arcane,prankster & hedonist,7,Planar Studies,20,5W,Whisper,4,4A,,256,C,20,Aetherwell Terrace,
480,Emberheart Warmthgaze,,F,Brass,metallic,arcane,curious & short attention span,7,Planar Studies,20,5W,Whisper,5,4A,,110,B-,20,Aetherwell Terrace,
481,Lavendrix Quartzclaw,,M,Amethyst,jewel,arcane/divine,deception and stealth,5,Mineral Extraction & Refinement,20,5W,Whisper,6,1B,,205,C,15,Moonwater Falls,
482,Wavewhisper Stormclaw,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,9,Magical Theory and Application,20,5W,Whisper,7,1B,,71,B,15,Moonwater Falls,
483,Rockscale Terrabreath,,M,Copper,metallic,arcane,prankster & hedonist,6,Arcane Artifice and Enchantment Studies,20,5W,Whisper,8,1B,,222,C,15,Moonwater Falls,
484,Venomswamp Ebonclaw,,M,Black,chromatic,arcane,loaners with mean streaks & like swamps,4,Economic Dominance and Resource Management,20,5W,Whisper,9,1B,,102,B-,15,Moonwater Falls,
485,Desertbreath Sandroar,,F,Brass,metallic,arcane,curious & short attention span,7,Planar Studies,20,5W,Whisper,10,1B,,225,C,15,Moonwater Falls,
486,Radiantclaw Lightbreath,,M,Gold,metallic,divine,wise counselor and leader,7,Planar Studies,20,5W,Whisper,11,2C,May death,500,F,99,Graveyard,
487,Oceanclaw Waveman,,F,Bronze,metallic,arcane,stoic scholars and guardians of lore,11,Arcanomechanics,20,5W,Whisper,12,2C,May death,500,F,99,Graveyard,
488,Moonheart Frostscale,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",1,Prophecy,20,5W,Whisper,13,2C,May death,500,F,99,Graveyard,
489,Blizzardclaw Coldheart,,M,White,chromatic,arcane,brutish and predatory survivalists,4,Economic Dominance and Resource Management,20,5W,Whisper,14,2C,May death,500,F,99,Graveyard,
490,Windfang Stormbreath,,M,Blue,chromatic,arcane,poised cosmopolitan manipulators,8,Political Intrigue and Diplomacy,20,5W,Whisper,15,2C,May death,500,F,99,Graveyard,
491,Goldenbreath Sunflare,,M,Gold,metallic,divine,wise counselor and leader,2,Dragon History,20,5W,Whisper,16,3D,,90,B,16,Zephyr Arcades,
492,Silverclaw Starwhisper,,M,Silver,metallic,divine,"chivalrous champions of justice, guardians and guides of goodly societies",5,Mineral Extraction & Refinement,20,5W,Whisper,17,3D,,111,B-,16,Zephyr Arcades,
493,Cinderclaw Blazefang,,F,Red,chromatic,arcane,proud and arrogant,9,Magical Theory and Application,20,5W,Whisper,18,3D,,19,A-,16,Zephyr Arcades,
494,Mosaicflare Trickster,,M,Harlequin,wild,arcane,clever and insightful jesters,1,Prophecy,20,5W,Whisper,19,3D,,52,B+,16,Zephyr Arcades,
495,Lavaheart Pyroclast,,M,Magma,primal,primal,"brash, unpredictable, & violent",12,Elemental Binding,20,5W,Whisper,20,3D,,329,C-,16,Zephyr Arcades,
496,Terrascale Rockwing,,F,Copper,metallic,arcane,prankster & hedonist,9,Magical Theory and Application,20,5W,Whisper,21,4E,,298,C-,17,Cirrus Vale,
497,Tombwhisperer Moros,,M,Crypt,planar,divine,independent & decisive,5,Mineral Extraction & Refinement,20,5W,Whisper,22,4E,,67,B,17,Cirrus Vale,
498,Leafbinder Thicketfang,,M,Green,chromatic,arcane,obessive and meticulous scholars,1,Prophecy,20,5W,Whisper,23,4E,,89,B,17,Cirrus Vale,
499,Oceanscale Tidewhisper,,M,Bronze,metallic,arcane,stoic scholars and guardians of lore,7,Planar Studies,20,5W,Whisper,24,4E,,394,D+,17,Cirrus Vale,
500,Verdantclaw Forestheart,,M,Emerald,jewel,arcane,"inquisitive, knowledgeable sage",10,Eldritch Engineering,20,5W,Whisper,25,4E,,285,C-,17,Cirrus Vale,
